"borough" "numunits" "stories" "race" "personrm" "housewgt" "sequenceno" "under6" "cd" "unitflr2" "regext" "totincom2" "subsidy" "housing" "poverty" "povertyx2" "extwin4_2" "extflr5_2" "intcrack2" "inthole2" "intpeel_cat" "intleak2" "duration" "board2" "struct" "old" "help" "rodent2" "foreign" "dilap" "black_Mean" "board2_Mean" "foreign_Mean" "help_Mean" "hispanic_Mean" "old_Mean" "poverty_Mean" "povertyx2_Mean" "pubhous_Mean" "regext_Mean" "struct_Mean" "dilap_Mean" "ownhous_Mean" "duration_Mean" "extwin4_2_Mean" "extflr5_2_Mean" "intcrack2_Mean" "inthole2_Mean" "intleak2_Mean" "vacrate" "bldg"
"12650" 4 12 6 3 1 242.12161 525034 1 44 6 1 45700 NA 3 0 0 0 0 0 0 2 1 16 0 1 0 1 0 1 0 0.01 0.03 0.58 0.83 0.11 0.44 0.12 0.29 0 0.58 0.92 0 0.4 13.13 0 0.03 0.05 0.03 0.18 0.04 7132
"12651" 4 12 6 1 0.2 200.68404 316855 1 44 6 1 15036 0 2 0 1 0 0 0 0 NA 1 50 0 0 0 1 0 0 0 0.01 0.03 0.58 0.83 0.11 0.44 0.12 0.29 0 0.58 0.92 0 0.4 13.13 0 0.03 0.05 0.03 0.18 0.04 7132
"12674" 4 11 5 1 0.5 200.68404 678861 1 44 5 NA 80000 NA 3 0 0 0 NA NA NA NA NA 3 0 NA 0 NA NA NA 0 0.01 0.03 0.58 0.83 0.11 0.44 0.12 0.29 0 0.58 0.92 0 0.4 13.13 0 0.03 0.05 0.03 0.18 0.04 7145
"12714" 4 12 5 1 0.33 200.68404 751281 1 44 4 1 93617 0 2 0 0 0 0 0 0 0 1 3 0 1 0 1 0 0 0 0.01 0.03 0.58 0.83 0.11 0.44 0.12 0.29 0 0.58 0.92 0 0.4 13.13 0 0.03 0.05 0.03 0.18 0.04 7164
"12715" 4 12 5 3 0.33 200.68404 42871 1 44 4 1 76748 0 2 0 0 0 0 0 0 0 1 37 0 1 0 1 0 0 0 0.01 0.03 0.58 0.83 0.11 0.44 0.12 0.29 0 0.58 0.92 0 0.4 13.13 0 0.03 0.05 0.03 0.18 0.04 7164
"12716" 4 12 5 1 0.33 200.68404 216448 1 44 4 1 23600 0 2 0 0 0 0 0 0 2 1 29 0 1 0 1 0 0 0 0.01 0.03 0.58 0.83 0.11 0.44 0.12 0.29 0 0.58 0.92 0 0.4 13.13 0 0.03 0.05 0.03 0.18 0.04 7164
"12717" 4 12 5 1 0.67 201.06813 273080 1 44 4 1 135200 0 2 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0.01 0.03 0.58 0.83 0.11 0.44 0.12 0.29 0 0.58 0.92 0 0.4 13.13 0 0.03 0.05 0.03 0.18 0.04 7164
"12718" 4 11 3 1 1 212.36413 509078 1 44 3 1 90000 0 2 0 0 0 0 0 0 0 0 1 0 1 1 1 0 1 0 0.01 0.03 0.58 0.83 0.11 0.44 0.12 0.29 0 0.58 0.92 0 0.4 13.13 0 0.03 0.05 0.03 0.18 0.04 7165
"12729" 4 11 5 1 1 173.69794 410441 2 44 7 1 50000 0 2 0 0 0 0 0 0 0 0 4 0 1 0 1 0 0 0 0.01 0.03 0.58 0.83 0.11 0.44 0.12 0.29 0 0.58 0.92 0 0.4 13.13 0 0.03 0.05 0.03 0.18 0.04 7172
"12730" 4 11 5 1 1 160.52849 936965 2 44 7 0 35000 0 2 0 1 0 1 0 0 0 0 13 0 0 0 0 1 1 0 0.01 0.03 0.58 0.83 0.11 0.44 0.12 0.29 0 0.58 0.92 0 0.4 13.13 0 0.03 0.05 0.03 0.18 0.04 7173
"12743" 4 11 5 4 0.67 165.19196 122182 1 44 2 1 125000 0 2 0 0 0 0 0 0 1 1 3 1 1 1 1 0 1 0 0.01 0.03 0.58 0.83 0.11 0.44 0.12 0.29 0 0.58 0.92 0 0.4 13.13 0 0.03 0.05 0.03 0.18 0.04 7180
"12744" 4 11 5 1 0.67 165.19196 78382 1 44 2 1 28000 0 2 0 0 0 0 0 0 0 NA 1 0 1 1 1 0 1 0 0.01 0.03 0.58 0.83 0.11 0.44 0.12 0.29 0 0.58 0.92 0 0.4 13.13 0 0.03 0.05 0.03 0.18 0.04 7180
"12745" 4 11 5 5 0.67 165.19196 175759 1 44 3 1 76500 0 2 0 0 0 0 0 0 1 0 3 0 1 1 1 1 1 0 0.01 0.03 0.58 0.83 0.11 0.44 0.12 0.29 0 0.58 0.92 0 0.4 13.13 0 0.03 0.05 0.03 0.18 0.04 7180
"12746" 4 11 5 1 0.5 200.68404 415334 1 44 3 0 45000 0 2 0 0 0 0 0 0 1 0 18 0 1 1 0 0 1 0 0.01 0.03 0.58 0.83 0.11 0.44 0.12 0.29 0 0.58 0.92 0 0.4 13.13 0 0.03 0.05 0.03 0.18 0.04 7180
"12767" 4 12 7 1 0.5 173.69794 298637 1 44 7 0 67000 0 4 0 0 0 0 0 0 0 0 6 0 1 0 0 0 0 0 0.01 0.03 0.58 0.83 0.11 0.44 0.12 0.29 0 0.58 0.92 0 0.4 13.13 0 0.03 0.05 0.03 0.18 0.04 7191
"12789" 4 1 1 1 0.29 162.94675 326758 1 45 2 0 88100 NA 3 0 0 0 0 0 0 0 0 28 0 1 0 1 0 0 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7203
"12790" 4 1 1 1 0.14 171.36865 394246 1 45 2 NA 33192 NA 3 0 0 0 0 NA NA NA NA 27 0 NA 0 NA NA NA 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7203
"12801" 4 1 1 1 0.33 193.99437 418543 1 45 2 0 29900 NA 3 0 0 0 0 0 0 0 0 23 0 1 0 1 0 0 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7208
"12802" 4 1 1 1 0.67 162.94675 608320 2 45 2 0 70000 NA 3 0 0 0 0 0 0 0 0 10 0 1 0 1 0 0 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7208
"12816" 4 1 1 1 0.43 162.94675 165950 1 45 2 0 48000 NA 3 0 0 0 0 0 0 0 0 27 0 1 0 1 0 0 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7215
"12817" 4 1 1 5 0.83 198.95768 623357 1 45 2 0 80000 NA 3 0 0 0 0 0 0 0 0 3 0 1 0 1 0 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7215
"12818" 4 1 1 1 0.67 162.94675 454867 1 45 2 0 111756 NA 3 0 0 0 0 0 0 0 0 29 0 1 0 1 0 0 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7215
"12819" 4 1 1 1 0.33 193.99437 273280 1 45 2 NA 58800 NA 3 0 0 0 0 NA NA NA NA 42 0 NA 0 NA NA NA 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7215
"12837" 4 3 1 1 0.2 193.99437 83568 1 45 3 NA 18400 NA 3 0 1 0 0 NA NA NA NA 2 0 NA 0 NA NA NA 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7228
"12843" 4 11 5 1 0.25 171.36865 342651 1 45 3 1 67000 NA 3 0 0 0 0 0 0 0 0 13 0 1 0 1 0 0 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7231
"12844" 4 11 5 1 0.25 171.36865 296459 1 45 3 1 22720 NA 3 0 0 0 0 0 0 1 1 10 0 1 0 1 1 0 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7231
"12873" 4 1 1 1 0.17 171.36865 209115 1 45 2 0 44500 NA 3 0 0 0 0 0 0 0 0 36 0 1 0 0 0 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7246
"12876" 4 1 1 1 0.71 198.95768 300877 2 45 2 0 467373 NA 3 0 0 1 0 0 0 0 0 5 0 1 1 1 0 0 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7248
"12900" 4 11 5 1 0.33 171.36865 425721 1 45 7 NA 80000 NA 3 0 0 0 0 NA NA NA NA 6 0 NA 0 NA NA NA 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7260
"12916" 4 3 1 1 0.33 171.36865 143994 1 45 3 0 43600 NA 3 0 0 0 0 0 0 0 0 27 0 1 0 1 0 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7268
"12919" 4 2 1 1 0.44 162.94675 95341 1 45 2 0 67000 NA 3 0 0 0 0 0 NA 0 0 16 0 1 0 1 0 0 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7270
"12940" 4 12 7 1 0.33 171.36865 143578 1 45 7 1 65000 NA 3 0 0 0 0 0 0 0 0 10 0 1 0 1 0 0 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7283
"12941" 4 12 7 1 0.33 171.36865 922212 1 45 7 1 19200 NA 3 0 0 0 0 0 0 0 0 20 0 NA 0 NA 0 0 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7283
"12942" 4 12 7 5 0.5 198.95768 985413 1 45 7 1 170000 NA 3 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7283
"12943" 4 12 7 1 0.5 196.69543 504967 1 45 8 0 88000 0 4 0 0 0 0 0 0 1 0 2 0 1 0 1 0 0 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7283
"12969" 4 1 1 5 0.71 240.87666 837192 1 45 2 0 90000 NA 3 0 0 0 0 0 0 0 0 2 0 1 0 1 0 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7301
"12982" 4 3 1 1 0.5 193.99437 503292 1 45 2 0 19400 NA 3 0 1 0 0 0 0 0 0 42 0 1 1 1 0 0 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7307
"13019" 4 3 1 4 0.5 233.88256 433238 1 45 3 0 80000 0 4 0 0 0 0 0 0 0 0 9 0 0 1 NA 1 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7330
"13024" 4 12 3 1 0.67 267.09389 109872 1 45 4 1 10800 1 4 1 1 0 0 0 0 0 0 4 0 1 0 1 0 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7333
"13025" 4 12 3 1 0.33 196.69543 934350 1 45 4 1 2020 1 4 1 1 0 0 0 0 0 0 4 0 1 0 1 0 0 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7333
"13026" 4 12 3 1 0.33 196.69543 297173 1 45 4 1 11235 1 4 0 1 0 0 0 0 0 0 10 0 1 0 1 0 0 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7333
"13122" 4 12 6 5 0.33 207.21169 699085 1 45 7 1 0 NA 3 1 1 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7387
"13123" 4 12 6 4 1 201.06813 20180 1 45 7 0 40000 0 2 0 0 0 0 0 0 0 1 9 0 1 0 1 0 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7387
"13124" 4 12 6 5 1 171.36865 29683 1 45 7 1 32000 0 2 0 0 0 0 0 0 0 0 20 0 1 0 1 0 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7387
"13125" 4 12 6 2 1 191.80608 703380 1 45 7 0 48000 0 4 0 0 0 0 0 0 0 0 7 0 0 0 0 1 0 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7387
"13139" 4 5 2 5 0.75 267.09389 56805 1 45 4 NA 0 NA 4 1 1 0 NA NA NA NA NA 1 0 NA 0 NA NA NA 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7395
"13143" 4 6 3 5 0.33 198.95768 20129 1 45 3 NA 20400 0 4 0 0 0 NA 0 0 0 0 4 0 1 0 1 0 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7398
"13170" 4 7 2 5 0.67 165.19196 342194 1 45 2 0 40000 0 2 0 0 0 0 0 0 0 0 2 0 1 0 1 0 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7416
"13179" 4 5 2 5 1 165.19196 844663 1 45 4 0 52200 0 4 0 0 0 1 0 0 0 0 3 0 1 0 1 0 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7423
"13188" 4 12 5 1 0.5 267.09389 659416 1 45 6 1 133000 0 2 0 0 0 0 0 0 0 1 30 0 1 0 0 0 0 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7431
"13193" 4 5 2 5 0.6 196.69543 952528 1 45 4 0 35000 NA 3 0 0 0 NA 0 0 0 0 4 0 0 0 1 0 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7434
"13229" 4 10 3 1 0.83 196.69543 422077 1 45 2 1 100000 NA 2 0 0 0 0 0 0 0 0 15 0 1 1 1 0 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7456
"13232" 4 11 5 1 0.5 279.69978 716290 1 45 3 1 24000 0 2 0 1 0 0 0 0 0 0 9 0 1 0 1 1 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7459
"13233" 4 11 5 5 1 279.69978 49748 2 45 3 1 29500 0 2 0 1 0 0 1 1 0 1 2 0 0 0 1 1 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7459
"13234" 4 11 5 4 0.5 188.19641 677568 1 45 3 1 36000 0 2 0 0 0 0 0 0 0 1 1 0 1 0 1 1 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7459
"13238" 4 11 5 5 0.5 207.21169 972757 1 45 5 1 93100 0 4 0 0 0 0 0 0 0 0 12 0 0 0 1 1 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7462
"13239" 4 11 5 3 1 207.21169 111669 1 45 5 1 33200 0 2 0 0 0 0 0 0 0 0 26 0 1 1 1 0 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7463
"13240" 4 11 5 5 2 193.46252 71808 3 45 6 NA 0 0 2 1 1 0 0 0 0 0 1 8 0 1 1 0 1 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7463
"13241" 4 11 5 5 0.67 165.19196 75204 1 45 6 1 18460 0 2 0 1 0 0 0 0 0 0 3 0 1 1 1 1 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7463
"13242" 4 11 5 4 0.67 165.19196 91015 1 45 6 1 43000 0 2 0 0 0 0 0 0 0 0 32 0 1 1 1 1 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7463
"13249" 4 11 5 5 1.33 193.46252 880561 1 45 6 1 70000 0 2 0 0 0 0 0 0 0 1 3 0 1 0 1 0 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7466
"13256" 4 10 3 5 1.5 201.06813 992217 2 45 3 1 20000 0 2 0 1 0 0 0 0 0 0 3 0 0 1 1 1 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7471
"13257" 4 10 3 5 1 233.88256 417238 1 45 3 1 38400 0 2 0 0 0 0 0 0 0 1 2 0 0 1 1 0 1 0 0.04 0.03 0.57 0.87 0.14 0.38 0.13 0.31 0 0.31 0.88 0.03 0.52 14.1 0.02 0.02 0.05 0.01 0.11 0.04 7471
"13274" 4 1 1 4 0.33 145.43243 219126 1 46 2 0 64000 NA 3 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7479
"13294" 4 1 1 4 0.2 253.26855 21766 1 46 2 0 19200 NA 3 0 0 0 0 0 0 0 0 28 0 1 0 1 0 1 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7490
"13295" 4 1 1 1 0.29 197.79454 372724 1 46 2 0 24624 NA 3 0 1 0 0 0 0 0 0 27 0 0 0 1 0 1 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7490
"13296" 4 1 1 5 0.5 197.79454 81304 1 46 2 0 34200 NA 3 0 0 0 0 0 0 0 0 12 0 1 0 1 0 1 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7490
"13297" 4 1 1 5 1 145.43243 229374 1 46 2 0 204000 NA 3 0 0 0 0 0 0 0 0 6 0 1 0 1 0 1 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7490
"13304" 4 1 1 2 0.71 145.43243 58706 1 46 2 NA 93000 NA 3 0 0 0 NA NA NA NA NA 1 0 NA 1 NA NA NA 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7496
"13313" 4 3 1 1 1 145.43243 395423 1 46 2 0 70000 NA 3 0 0 0 0 0 0 0 0 17 0 1 0 1 0 1 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7500
"13314" 4 1 1 5 0.4 229.80255 959607 1 46 2 0 50000 NA 3 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7501
"13315" 4 1 1 1 0.44 229.80255 594185 1 46 2 0 150000 NA 3 0 0 0 0 0 0 0 0 17 0 1 1 1 0 1 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7501
"13316" 4 1 1 1 0.33 197.79454 206455 1 46 2 0 143000 NA 3 0 0 0 0 0 0 0 0 41 0 1 1 1 0 0 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7501
"13317" 4 1 1 5 0.5 229.80255 103629 1 46 2 0 64000 NA 3 0 0 0 0 0 0 0 0 28 0 1 1 1 0 1 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7501
"13346" 4 7 1 5 1.67 145.43243 568651 1 46 2 0 87500 NA 3 0 0 0 NA 0 0 0 1 15 0 1 0 1 0 1 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7518
"13354" 4 1 1 1 0.33 229.80255 163154 1 46 2 0 46200 NA 3 0 0 0 0 0 0 0 0 12 0 1 1 1 0 1 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7523
"13388" 4 1 1 5 0.44 211.79902 602000 1 46 2 0 91200 NA 3 0 0 0 0 0 0 0 0 32 0 1 0 1 0 1 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7542
"13389" 4 1 1 1 0.17 253.26855 898191 1 46 2 0 37200 NA 3 0 0 0 0 0 0 0 0 43 0 1 0 1 0 0 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7542
"13394" 4 7 2 5 0.33 160.94229 807745 1 46 3 0 20000 0 2 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7544
"13395" 4 7 2 1 0.67 185.38993 451291 1 46 3 0 71120 0 2 0 0 0 0 0 0 0 0 6 0 1 0 1 0 0 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7544
"13396" 4 7 2 5 1.33 160.94229 174672 2 46 4 0 3600 0 2 1 1 0 0 0 0 0 0 6 0 1 0 1 0 1 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7544
"13398" 4 3 1 1 1 229.80255 626508 2 46 3 1 166050 NA 3 0 0 0 NA 0 0 0 0 1 0 1 0 1 0 1 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7546
"13404" 4 5 3 2 1 211.79902 850962 1 46 4 NA 28000 NA 4 0 0 0 0 0 0 0 0 7 0 1 1 1 0 0 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7549
"13454" 4 10 5 3 0.6 185.38993 90365 1 46 5 0 43000 NA 3 0 0 0 0 0 0 0 1 2 0 1 0 1 0 0 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7574
"13455" 4 10 5 1 1 206.29505 467751 4 46 5 1 143000 NA 3 0 0 0 0 0 0 1 0 5 0 0 0 1 0 0 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7574
"13456" 4 10 5 4 1 246.6398 554194 1 46 5 1 102000 NA 3 0 0 0 0 0 0 0 1 6 0 0 0 1 0 1 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7574
"13457" 4 10 5 1 0.6 253.26855 806196 1 46 5 1 98000 NA 3 0 0 0 0 0 0 1 0 27 0 1 0 1 0 0 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7574
"13478" 4 10 5 4 0.33 185.38993 215677 1 46 3 1 18000 0 2 0 1 0 0 0 0 0 0 19 0 1 0 1 0 1 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7588
"13479" 4 10 5 4 0.8 171.15951 749177 2 46 3 1 32400 0 2 0 1 0 0 0 0 0 0 8 0 1 0 0 0 1 0 0.21 0.03 0.52 0.86 0.12 0.34 0.12 0.3 0.04 0.39 0.86 0.03 0.49 13.59 0.01 0.01 0.02 0 0.16 0.04 7588
